order_item_id,order_id,item_id,quantity,selling_price,food_cost,profit
820,100349,I0313,3,107,24,83
821,100349,I0517,3,50,9,41
822,100350,I0744,1,206,57,149
823,100351,I0754,3,98,31,67
824,100351,I0261,2,380,97,283
825,100352,I0984,2,143,47,96
826,100352,I0864,1,76,25,51
827,100352,I0871,1,103,24,79
828,100352,I0890,2,96,22,74
829,100353,I0667,1,138,40,98
830,100353,I0433,1,159,61,98
831,100353,I0618,1,145,30,115
832,100354,I0575,1,123,41,82
833,100354,I0372,2,135,27,108
834,100354,I0057,1,149,40,109
835,100355,I0561,2,344,105,239
836,100355,I0006,2,31,4,27
837,100355,I0946,2,179,49,130
838,100356,I0614,3,227,56,171
839,100356,I0688,1,227,76,151
840,100357,I0881,3,96,32,64
841,100357,I0759,2,73,16,57
842,100358,I0998,2,575,251,324
843,100358,I0811,2,90,16,74
844,100359,I0433,2,159,61,98
845,100359,I0108,1,405,139,266
846,100359,I0618,1,145,30,115
847,100360,I0213,1,113,33,80
848,100360,I0824,2,431,170,261
849,100361,I0495,2,593,262,331
850,100361,I0231,2,130,41,89
851,100362,I0432,2,294,87,207
852,100362,I0649,1,249,78,171
853,100363,I0190,2,82,13,69
854,100363,I0357,2,144,71,73
855,100364,I0808,3,110,27,83
856,100364,I0249,1,348,115,233
857,100364,I0243,2,275,85,190
858,100365,I0366,3,174,47,127
859,100365,I0578,1,91,19,72
860,100366,I0705,3,150,24,126
861,100366,I0519,2,365,109,256
862,100367,I0231,1,130,41,89
863,100367,I0723,2,390,144,246
864,100367,I0291,2,46,10,36
865,100367,I0883,2,211,59,152
866,100368,I0670,3,410,149,261
867,100369,I0894,3,109,22,87
868,100369,I0676,2,190,89,101
869,100370,I0022,3,131,64,67
870,100371,I0702,1,241,101,140
871,100371,I0577,1,69,19,50
872,100372,I0265,1,531,233,298
873,100372,I0241,1,100,22,78
874,100372,I0176,2,324,121,203
875,100373,I0921,3,227,72,155
876,100373,I0595,3,244,82,162
877,100374,I0258,2,283,131,152
878,100374,I0875,2,421,138,283
879,100374,I0637,1,434,134,300
880,100375,I0763,2,215,70,145
881,100375,I0184,2,423,158,265
882,100375,I0332,2,329,132,197
883,100376,I0049,1,333,110,223
884,100376,I0398,2,130,58,72
885,100377,I0102,2,100,30,70
886,100377,I0631,2,280,95,185
887,100378,I0240,3,500,192,308
888,100378,I0190,3,82,13,69
889,100378,I0779,1,171,54,117
890,100379,I0564,2,201,69,132
891,100380,I0190,1,82,13,69
892,100380,I0240,2,500,192,308
893,100381,I0775,3,473,120,353
894,100381,I0558,1,245,63,182
895,100381,I0288,2,101,26,75
896,100381,I0677,1,103,30,73
897,100382,I0789,1,306,94,212
898,100382,I0843,1,73,20,53
899,100383,I0774,1,352,114,238
900,100383,I0766,1,236,79,157
901,100384,I0257,3,139,30,109
902,100384,I0605,3,134,32,102
903,100385,I0843,1,73,20,53
904,100385,I0338,1,111,20,91
905,100386,I0441,2,216,83,133
906,100387,I0365,2,303,101,202
907,100387,I0018,2,280,130,150
908,100387,I0446,1,157,75,82
909,100387,I0156,1,69,15,54
910,100388,I0424,2,154,52,102
911,100388,I0335,1,62,17,45
912,100388,I0682,2,86,21,65
913,100388,I0839,1,143,35,108
914,100389,I0230,3,320,97,223
915,100389,I0567,2,128,31,97
916,100389,I0579,1,281,91,190
917,100390,I0004,2,62,18,44
918,100390,I0624,2,103,20,83
919,100390,I0414,2,357,139,218
920,100391,I0297,3,159,33,126
921,100392,I0980,1,256,106,150
922,100392,I0960,1,142,43,99
923,100392,I0958,2,313,94,219
924,100392,I0397,2,143,43,100
925,100393,I0220,1,175,56,119
926,100393,I0027,1,284,126,158
927,100394,I0606,2,372,147,225
928,100394,I0794,1,178,51,127
929,100394,I0127,1,55,11,44
930,100395,I0322,1,86,20,66
931,100395,I0855,1,309,103,206
932,100395,I0622,1,337,92,245
933,100396,I0081,1,92,29,63
934,100397,I0840,1,158,36,122
935,100397,I0957,1,83,14,69
936,100398,I0008,3,85,18,67
937,100399,I0077,3,178,36,142
938,100399,I0605,3,134,32,102
939,100400,I0057,1,149,40,109
940,100400,I0015,1,35,8,27
941,100400,I0281,2,252,87,165
942,100401,I0404,1,94,27,67
943,100401,I0946,2,179,49,130
944,100402,I0130,3,250,86,164
945,100402,I0985,2,85,17,68
946,100403,I0467,1,440,185,255
947,100403,I0539,1,76,16,60
948,100404,I0594,1,120,35,85
949,100404,I0429,1,133,24,109
950,100404,I0296,2,198,61,137
951,100405,I0156,2,69,15,54
952,100405,I0400,2,138,23,115
953,100405,I0050,2,284,137,147
954,100406,I0382,1,398,159,239
955,100406,I0235,1,141,23,118
956,100406,I0289,1,262,93,169
957,100407,I0420,1,533,201,332
958,100407,I0175,1,62,12,50
959,100407,I0198,1,572,252,320
960,100407,I0226,1,200,62,138
961,100408,I0688,2,227,76,151
962,100408,I0106,2,367,134,233
963,100409,I0802,1,345,117,228
964,100409,I0846,2,160,44,116
965,100409,I0104,1,128,32,96
966,100410,I0167,3,246,76,170
967,100410,I0507,1,594,221,373
968,100411,I0510,2,275,112,163
969,100411,I0208,2,173,47,126
970,100411,I0569,1,232,107,125
971,100412,I0231,1,130,41,89
972,100412,I0535,1,157,43,114
973,100412,I0493,1,333,93,240
974,100413,I0127,3,55,11,44
975,100413,I0459,2,151,31,120
976,100414,I0319,1,125,39,86
977,100414,I0439,2,86,24,62
978,100414,I0468,2,111,33,78
979,100415,I0483,1,97,25,72
980,100415,I0490,2,111,33,78
981,100416,I0789,3,306,94,212
982,100416,I0456,1,234,65,169
983,100417,I0164,3,106,23,83
984,100417,I0069,3,142,34,108
985,100418,I0934,3,155,50,105
986,100418,I0726,2,361,131,230
987,100418,I0430,2,74,16,58
988,100419,I0668,2,132,28,104
989,100419,I0345,2,268,89,179
990,100420,I0130,2,250,86,164
991,100421,I0190,2,82,13,69
992,100421,I0450,1,411,184,227
993,100422,I0260,2,283,81,202
994,100423,I0102,3,100,30,70
995,100423,I0543,2,359,145,214
996,100424,I0114,2,197,93,104
997,100424,I0068,2,293,78,215
998,100425,I0014,2,115,28,87
999,100426,I0670,3,410,149,261
1000,100426,I0008,1,85,18,67
1001,100426,I0384,2,163,47,116
1002,100427,I0851,1,131,27,104
1003,100427,I0433,1,159,61,98
1004,100427,I0304,1,130,27,103
1005,100428,I0969,2,277,86,191
1006,100428,I0727,2,378,144,234
1007,100429,I0281,2,252,87,165
1008,100429,I0003,1,357,122,235
1009,100429,I0734,2,281,130,151
1010,100430,I0102,2,100,30,70
1011,100430,I0724,1,166,54,112
1012,100431,I0076,3,305,114,191
1013,100431,I0811,3,90,16,74
1014,100431,I0368,1,112,30,82
1015,100432,I0149,3,334,121,213
1016,100432,I0482,2,295,122,173
1017,100432,I0065,1,244,73,171
1018,100432,I0552,2,214,54,160
1019,100433,I0999,2,245,68,177
1020,100433,I0099,2,275,97,178
1021,100434,I0386,1,146,38,108
1022,100434,I0418,1,96,16,80
1023,100434,I0510,2,275,112,163
1024,100435,I0728,3,180,36,144
1025,100435,I0188,3,82,16,66
1026,100435,I0090,1,330,102,228
1027,100436,I0998,1,575,251,324
1028,100436,I0014,1,115,28,87
1029,100436,I0696,1,239,97,142
1030,100437,I0546,3,291,91,200
1031,100437,I0792,2,194,86,108
1032,100437,I0333,1,278,122,156
1033,100438,I0055,2,254,85,169
1034,100438,I0666,1,248,74,174
1035,100438,I0589,1,376,167,209
1036,100438,I0337,1,79,21,58
1037,100439,I0059,2,308,106,202
1038,100440,I0512,1,160,69,91
1039,100440,I0710,1,126,32,94
1040,100440,I0065,1,244,73,171
1041,100440,I0048,1,133,20,113
1042,100441,I0428,2,129,31,98
1043,100442,I0893,3,401,115,286
1044,100442,I0793,3,366,131,235
1045,100443,I0760,3,259,65,194
1046,100443,I0375,3,371,147,224
1047,100443,I0759,1,73,16,57
1048,100443,I0881,2,96,32,64
1049,100444,I0247,1,111,30,81
1050,100444,I0314,1,55,11,44
1051,100444,I0049,2,333,110,223
1052,100445,I0356,2,182,82,100
1053,100445,I0667,2,138,40,98
1054,100446,I0071,1,383,140,243
1055,100446,I0523,1,95,21,74
1056,100446,I0002,1,194,66,128
1057,100446,I0228,2,65,22,43
1058,100447,I0152,2,329,95,234
1059,100447,I0954,2,212,74,138
1060,100448,I0760,2,259,65,194
1061,100448,I0881,2,96,32,64
1062,100449,I0133,2,137,34,103
1063,100449,I0294,2,141,29,112
1064,100450,I0565,1,187,52,135
1065,100451,I0678,3,192,66,126
1066,100451,I0333,2,278,122,156
1067,100451,I0649,2,249,78,171
1068,100452,I0778,1,101,16,85
1069,100452,I0034,1,182,61,121
1070,100453,I0883,1,211,59,152
1071,100453,I0493,1,333,93,240
1072,100453,I0389,2,427,179,248
1073,100454,I0695,2,81,24,57
1074,100454,I0242,1,545,198,347
1075,100454,I0313,1,107,24,83
1076,100455,I0645,2,310,89,221
1077,100455,I0949,1,91,21,70
1078,100455,I0631,1,280,95,185
1079,100456,I0075,3,42,11,31
1080,100456,I0935,1,400,174,226
1081,100456,I0294,2,141,29,112
1082,100457,I0027,1,284,126,158
1083,100457,I0466,2,43,10,33
1084,100458,I0657,3,331,133,198
1085,100458,I0680,3,94,14,80
1086,100459,I0366,2,174,47,127
1087,100459,I0399,1,72,20,52
1088,100459,I0550,1,85,13,72
1089,100460,I0138,2,267,125,142
1090,100460,I0700,2,91,29,62
1091,100460,I0774,1,352,114,238
1092,100461,I0664,2,30,6,24
1093,100461,I0298,1,303,120,183
1094,100462,I0411,2,359,125,234
1095,100462,I0121,1,455,182,273
1096,100463,I0827,3,167,37,130
1097,100463,I0584,3,142,24,118
1098,100464,I0596,3,224,77,147
1099,100465,I0909,2,63,11,52
1100,100466,I0253,2,227,63,164
1101,100466,I0731,2,316,116,200
1102,100466,I0027,1,284,126,158
1103,100467,I0459,2,151,31,120
1104,100467,I0127,1,55,11,44
1105,100467,I0881,2,96,32,64
1106,100467,I0648,1,140,38,102
1107,100468,I0707,2,137,47,90
1108,100468,I0355,2,329,142,187
1109,100468,I0772,2,479,123,356
1110,100469,I0143,3,291,101,190
1111,100469,I0758,3,118,35,83
1112,100469,I0318,1,135,37,98
1113,100470,I0383,1,295,132,163
1114,100470,I0605,1,134,32,102
1115,100470,I0033,2,148,39,109
1116,100471,I0402,3,166,44,122
1117,100471,I0852,1,286,98,188
1118,100471,I0169,1,425,144,281
1119,100472,I0876,2,224,76,148
1120,100472,I0264,2,61,19,42
1121,100472,I0320,2,377,97,280
1122,100473,I0579,1,281,91,190
1123,100473,I0936,1,370,123,247
1124,100473,I0807,1,116,31,85
1125,100474,I0648,2,140,38,102
1126,100474,I0759,1,73,16,57
1127,100475,I0946,1,179,49,130
1128,100475,I0006,1,31,4,27
1129,100476,I0040,3,335,102,233
1130,100476,I0804,2,236,72,164
1131,100477,I0370,3,212,64,148
1132,100478,I0516,2,85,17,68
1133,100478,I0497,1,44,7,37
1134,100479,I0951,1,254,67,187
1135,100479,I0726,1,361,131,230
1136,100480,I0913,3,308,96,212
1137,100480,I0287,1,393,140,253
1138,100480,I0499,1,45,10,35
1139,100480,I0971,1,163,43,120
1140,100481,I0256,2,95,28,67
1141,100481,I0837,2,138,35,103
1142,100482,I0764,2,173,44,129
1143,100482,I0494,2,241,83,158
1144,100482,I0439,2,86,24,62
1145,100483,I0609,1,74,24,50
1146,100483,I0175,2,62,12,50
1147,100483,I0226,1,200,62,138
1148,100484,I0777,1,381,140,241
1149,100484,I0802,2,345,117,228
1150,100484,I0596,1,224,77,147
1151,100485,I0382,1,398,159,239
1152,100485,I0447,1,93,16,77
1153,100485,I0789,2,306,94,212
1154,100486,I0972,1,252,82,170
1155,100486,I0869,2,318,114,204
1156,100486,I0248,1,148,36,112
1157,100486,I0727,1,378,144,234
1158,100487,I0003,2,357,122,235
1159,100488,I0244,1,256,93,163
1160,100488,I0523,1,95,21,74
1161,100489,I0698,3,48,7,41
1162,100490,I0609,1,74,24,50
1163,100490,I0632,1,216,60,156
1164,100491,I0883,2,211,59,152
1165,100491,I0509,2,122,34,88
1166,100492,I0461,3,204,69,135
1167,100492,I0524,2,274,121,153
1168,100492,I0074,2,79,12,67
1169,100493,I0579,1,281,91,190
1170,100493,I0090,2,330,102,228
1171,100493,I0331,2,174,47,127
1172,100494,I0500,2,256,85,171
1173,100494,I0353,1,161,47,114
1174,100494,I0410,1,175,35,140
1175,100494,I0850,1,133,36,97
1176,100495,I0929,1,92,23,69
1177,100495,I0698,1,48,7,41
1178,100496,I0986,3,596,232,364
1179,100497,I0362,1,113,26,87
1180,100497,I0381,1,302,79,223
1181,100498,I0112,2,148,48,100
1182,100498,I0570,1,277,83,194
1183,100499,I0501,1,304,107,197
1184,100499,I0436,1,232,56,176
1185,100499,I0333,2,278,122,156
1186,100500,I0304,1,130,27,103
1187,100501,I0307,1,95,19,76
1188,100501,I0947,1,243,67,176
1189,100502,I0596,3,224,77,147
1190,100502,I0846,2,160,44,116
1191,100503,I0023,2,87,22,65
1192,100503,I0073,2,82,26,56
1193,100503,I0099,2,275,97,178
1194,100504,I0381,3,302,79,223
1195,100504,I0714,1,337,86,251
1196,100505,I0832,2,43,6,37
1197,100505,I0472,2,167,35,132
1198,100506,I0873,1,168,47,121
1199,100506,I0087,1,171,76,95
1200,100506,I0248,2,148,36,112
1201,100507,I0388,3,263,81,182
1202,100507,I0507,1,594,221,373
1203,100507,I0790,2,498,202,296
1204,100508,I0648,3,140,38,102
1205,100509,I0262,3,334,104,230
1206,100509,I0597,1,285,78,207
1207,100509,I0997,2,124,26,98
1208,100509,I0764,1,173,44,129
1209,100510,I0630,3,241,50,191
1210,100510,I0939,2,339,112,227
1211,100511,I0778,3,101,16,85
1212,100511,I0294,2,141,29,112
1213,100512,I0676,3,190,89,101
1214,100512,I0103,3,191,62,129
1215,100512,I0894,2,109,22,87
1216,100512,I0701,2,350,115,235
1217,100513,I0647,1,178,44,134
1218,100513,I0932,1,242,106,136
1219,100513,I0420,2,533,201,332
1220,100513,I0175,2,62,12,50
1221,100514,I0099,1,275,97,178
1222,100514,I0132,2,363,109,254
1223,100515,I0842,3,388,127,261
1224,100515,I0163,3,378,139,239
1225,100515,I0276,2,199,51,148
1226,100516,I0883,3,211,59,152
1227,100516,I0493,1,333,93,240
1228,100516,I0535,1,157,43,114
1229,100516,I0989,2,177,84,93
1230,100517,I0977,1,34,6,28
1231,100517,I0515,1,178,57,121
1232,100517,I0421,1,221,93,128
1233,100518,I0295,3,169,46,123
1234,100518,I0956,1,147,37,110
1235,100519,I0905,3,340,96,244
1236,100519,I0683,3,354,122,232
1237,100520,I0645,2,310,89,221
1238,100520,I0665,1,105,21,84
1239,100521,I0263,1,530,213,317
1240,100521,I0533,1,44,10,34
1241,100522,I0389,3,427,179,248
1242,100522,I0419,3,131,29,102
1243,100522,I0291,2,46,10,36
1244,100522,I0723,1,390,144,246
1245,100523,I0273,1,55,11,44
1246,100523,I0631,2,280,95,185
1247,100524,I0658,2,97,29,68
1248,100524,I0605,1,134,32,102
1249,100524,I0184,2,423,158,265
1250,100525,I0920,1,546,214,332
1251,100525,I0945,1,100,15,85
1252,100526,I0715,2,545,226,319
1253,100526,I0542,2,65,11,54
1254,100527,I0160,2,66,14,52
1255,100528,I0152,3,329,95,234
1256,100528,I0954,3,212,74,138
1257,100529,I0516,2,85,17,68
1258,100529,I0936,1,370,123,247
1259,100530,I0348,3,131,34,97
1260,100530,I0083,3,58,9,49
1261,100531,I0118,3,101,27,74
1262,100531,I0605,3,134,32,102
1263,100532,I0298,1,303,120,183
1264,100532,I0664,1,30,6,24
1265,100532,I0872,1,147,44,103
1266,100533,I0350,3,311,78,233
1267,100533,I0955,1,433,135,298
1268,100533,I0545,1,85,23,62
1269,100534,I0710,1,126,32,94
1270,100534,I0048,2,133,20,113
1271,100535,I0748,2,62,16,46
1272,100535,I0624,1,103,20,83
1273,100536,I0163,1,378,139,239
1274,100536,I0708,1,170,55,115
1275,100536,I0960,1,142,43,99
1276,100536,I0842,2,388,127,261
1277,100537,I0029,3,271,78,193
1278,100537,I0385,2,135,35,100
1279,100537,I0217,2,163,45,118
1280,100538,I0986,3,596,232,364
1281,100538,I0314,3,55,11,44
1282,100539,I0374,3,87,21,66
1283,100539,I0581,1,73,17,56
1284,100540,I0156,3,69,15,54
1285,100540,I0400,3,138,23,115
1286,100541,I0240,1,500,192,308
1287,100541,I0190,1,82,13,69
1288,100541,I0810,2,349,111,238
1289,100542,I0223,2,208,60,148
1290,100542,I0296,2,198,61,137
1291,100542,I0203,1,363,124,239
1292,100543,I0171,2,284,129,155
1293,100543,I0667,2,138,40,98
1294,100544,I0653,3,174,49,125
1295,100544,I0132,2,363,109,254
1296,100544,I0073,2,82,26,56
1297,100544,I0999,1,245,68,177
1298,100545,I0577,1,69,19,50
1299,100545,I0363,1,254,116,138
1300,100545,I0371,2,333,149,184
1301,100546,I0374,2,87,21,66
1302,100546,I0989,1,177,84,93
1303,100546,I0509,1,122,34,88
1304,100546,I0495,2,593,262,331
1305,100547,I0517,3,50,9,41
1306,100547,I0138,2,267,125,142
1307,100548,I0040,2,335,102,233
1308,100548,I0034,1,182,61,121
1309,100548,I0133,2,137,34,103
1310,100549,I0871,2,103,24,79
1311,100549,I0204,2,34,7,27
1312,100550,I0049,2,333,110,223
1313,100550,I0518,1,90,25,65
1314,100551,I0096,3,92,26,66
1315,100551,I0059,2,308,106,202
1316,100551,I0964,1,181,52,129
1317,100552,I0738,1,205,70,135
1318,100552,I0170,1,515,207,308
1319,100552,I0424,2,154,52,102
1320,100553,I0649,2,249,78,171
1321,100553,I0546,2,291,91,200
1322,100554,I0799,3,80,23,57
1323,100554,I0407,1,56,16,40
1324,100554,I0607,1,71,13,58
1325,100554,I0436,2,232,56,176
1326,100555,I0537,3,130,59,71
1327,100555,I0283,2,489,192,297
1328,100555,I0814,1,276,99,177
1329,100555,I0191,1,170,50,120
1330,100556,I0934,2,155,50,105
1331,100556,I0582,2,37,6,31
1332,100556,I0726,1,361,131,230
1333,100556,I0564,1,201,69,132
1334,100557,I0971,1,163,43,120
1335,100557,I0910,1,124,30,94
1336,100557,I0194,2,181,56,125
1337,100558,I0921,3,227,72,155
1338,100558,I0595,3,244,82,162
1339,100558,I0661,1,402,146,256
1340,100559,I0140,2,390,153,237
1341,100559,I0801,2,271,113,158
1342,100560,I0899,2,132,23,109
1343,100560,I0477,1,470,203,267
1344,100560,I0962,1,394,128,266
1345,100561,I0874,2,240,100,140
1346,100561,I0677,2,103,30,73
1347,100562,I0815,2,209,50,159
1348,100563,I0823,3,426,173,253
1349,100563,I0175,3,62,12,50
1350,100563,I0647,1,178,44,134
1351,100563,I0540,2,297,75,222
1352,100564,I0345,1,268,89,179
1353,100564,I0390,2,425,138,287
1354,100565,I0426,1,138,38,100
1355,100566,I0202,2,155,44,111
1356,100566,I0382,2,398,159,239
1357,100567,I0695,1,81,24,57
1358,100567,I0313,1,107,24,83
1359,100568,I0733,2,184,47,137
1360,100568,I0123,1,145,49,96
1361,100568,I0400,1,138,23,115
1362,100568,I0716,2,371,145,226
1363,100569,I0413,3,289,132,157
1364,100569,I0490,3,111,33,78
1365,100570,I0837,2,138,35,103
1366,100571,I0400,2,138,23,115
1367,100571,I0018,1,280,130,150
1368,100571,I0286,2,112,30,82
1369,100572,I0630,3,241,50,191
1370,100572,I0391,1,43,14,29
1371,100572,I0801,1,271,113,158
1372,100573,I0444,1,113,44,69
1373,100573,I0480,2,444,167,277
1374,100574,I0099,3,275,97,178
1375,100574,I0973,2,293,106,187
1376,100575,I0294,1,141,29,112
1377,100575,I0133,2,137,34,103
1378,100575,I0075,1,42,11,31
1379,100576,I0756,2,236,65,171
1380,100576,I0737,2,291,92,199
1381,100577,I0231,1,130,41,89
1382,100577,I0780,2,293,133,160
1383,100578,I0230,1,320,97,223
1384,100578,I0188,1,82,16,66
1385,100578,I0229,1,153,30,123
1386,100578,I0579,1,281,91,190
1387,100579,I0358,2,294,141,153
1388,100579,I0717,2,60,16,44
1389,100579,I0810,2,349,111,238
1390,100580,I0888,1,132,58,74
1391,100580,I0334,1,80,26,54
1392,100580,I0094,1,141,32,109
1393,100580,I0696,2,239,97,142
1394,100581,I0700,3,91,29,62
1395,100581,I0313,1,107,24,83
1396,100582,I0454,2,543,196,347
1397,100582,I0775,2,473,120,353
1398,100583,I0944,3,206,52,154
1399,100583,I0520,2,566,215,351
1400,100583,I0709,1,314,88,226
1401,100584,I0632,3,216,60,156
1402,100584,I0823,2,426,173,253
1403,100585,I0153,2,205,65,140
1404,100585,I0483,1,97,25,72
1405,100586,I0796,2,441,163,278
1406,100586,I0773,2,141,45,96
1407,100587,I0530,1,60,13,47
1408,100587,I0466,1,43,10,33
1409,100587,I0757,1,247,49,198
1410,100588,I0799,3,80,23,57
1411,100588,I0792,2,194,86,108
1412,100588,I0649,1,249,78,171
1413,100588,I0546,1,291,91,200
1414,100589,I0636,2,256,75,181
1415,100590,I0511,2,336,86,250
1416,100590,I0618,1,145,30,115
1417,100590,I0959,1,263,78,185
1418,100591,I0715,3,545,226,319
1419,100591,I0889,3,99,20,79
1420,100592,I0896,2,176,39,137
1421,100592,I0743,1,123,31,92
1422,100592,I0808,2,110,27,83
1423,100593,I0349,2,125,25,100
1424,100594,I0903,3,229,111,118
1425,100594,I0815,2,209,50,159
1426,100594,I0111,2,212,89,123
1427,100594,I0116,1,239,78,161
1428,100595,I0842,3,388,127,261
1429,100595,I0397,3,143,43,100
1430,100595,I0958,1,313,94,219
1431,100596,I0894,3,109,22,87
1432,100596,I0944,2,206,52,154
1433,100597,I0828,3,350,127,223
1434,100597,I0025,2,76,16,60
1435,100597,I0914,2,462,182,280
1436,100597,I0916,2,253,98,155
1437,100598,I0400,3,138,23,115
1438,100598,I0056,1,194,44,150
1439,100599,I0400,2,138,23,115
1440,100599,I0365,1,303,101,202
1441,100599,I0200,2,247,85,162
1442,100599,I0639,2,166,42,124
1443,100600,I0956,2,147,37,110
1444,100600,I0628,2,121,27,94
1445,100601,I0381,2,302,79,223
1446,100601,I0893,1,401,115,286
1447,100602,I0118,3,101,27,74
1448,100602,I0694,2,115,27,88
1449,100603,I0737,1,291,92,199
1450,100603,I0059,1,308,106,202
1451,100603,I0610,1,215,61,154
1452,100603,I0029,2,271,78,193
1453,100604,I0807,1,116,31,85
1454,100604,I0936,2,370,123,247
1455,100605,I0203,3,363,124,239
1456,100605,I0002,2,194,66,128
1457,100605,I0353,1,161,47,114
1458,100606,I0371,1,333,149,184
1459,100606,I0646,1,57,13,44
1460,100607,I0851,3,131,27,104
1461,100607,I0433,2,159,61,98
1462,100607,I0618,1,145,30,115
1463,100608,I0810,3,349,111,238
1464,100608,I0779,1,171,54,117
1465,100609,I0645,1,310,89,221
1466,100609,I0543,2,359,145,214
1467,100609,I0102,2,100,30,70
1468,100610,I0269,1,358,122,236
1469,100610,I0261,2,380,97,283
1470,100610,I0634,2,356,118,238
1471,100611,I0398,3,130,58,72
1472,100611,I0655,1,94,23,71
1473,100611,I0817,1,413,107,306
1474,100612,I0313,1,107,24,83
1475,100612,I0517,1,50,9,41
1476,100612,I0242,2,545,198,347
1477,100612,I0901,1,305,106,199
1478,100613,I0175,1,62,12,50
1479,100613,I0540,2,297,75,222
1480,100613,I0226,1,200,62,138
1481,100614,I0647,1,178,44,134
1482,100614,I0175,1,62,12,50
1483,100615,I0128,1,111,30,81
1484,100615,I0077,1,178,36,142
1485,100616,I0618,2,145,30,115
1486,100616,I0304,2,130,27,103
1487,100617,I0040,2,335,102,233
1488,100617,I0741,1,569,251,318
1489,100617,I0294,1,141,29,112
1490,100617,I0075,1,42,11,31
1491,100618,I0764,3,173,44,129
1492,100618,I0494,2,241,83,158
1493,100619,I0652,1,62,14,48
1494,100619,I0015,1,35,8,27
1495,100620,I0945,1,100,15,85
1496,100620,I0099,1,275,97,178
1497,100621,I0777,1,381,140,241
1498,100622,I0871,1,103,24,79
1499,100622,I0604,1,108,25,83
1500,100623,I0533,1,44,10,34
1501,100623,I0468,1,111,33,78
1502,100624,I0059,1,308,106,202
1503,100624,I0210,1,72,20,52
1504,100625,I0899,3,132,23,109
1505,100626,I0027,3,284,126,158
1506,100626,I0426,3,138,38,100
1507,100627,I0309,1,316,114,202
1508,100627,I0196,1,319,105,214
1509,100627,I0828,2,350,127,223
1510,100628,I0201,3,304,95,209
1511,100629,I0520,2,566,215,351
1512,100630,I0923,1,318,123,195
1513,100630,I0280,1,321,110,211
1514,100630,I0204,1,34,7,27
1515,100631,I0758,2,118,35,83
1516,100631,I0855,1,309,103,206
1517,100631,I0457,1,100,23,77
1518,100632,I0617,3,241,50,191
1519,100632,I0103,2,191,62,129
1520,100632,I0505,1,202,70,132
1521,100633,I0670,3,410,149,261
1522,100633,I0384,2,163,47,116
1523,100634,I0847,1,158,37,121
1524,100634,I0072,1,75,12,63
1525,100634,I0340,2,320,98,222
1526,100635,I0542,3,65,11,54
1527,100635,I0404,2,94,27,67
1528,100636,I0298,3,303,120,183
1529,100636,I0899,3,132,23,109
1530,100637,I0349,1,125,25,100
1531,100637,I0345,1,268,89,179
1532,100638,I0461,1,204,69,135
1533,100638,I0633,1,65,10,55
1534,100638,I0588,1,219,76,143
1535,100638,I0377,2,598,234,364
1536,100639,I0544,2,167,47,120
1537,100639,I0927,2,186,80,106
1538,100640,I0104,2,128,32,96
1539,100641,I0456,3,234,65,169
1540,100641,I0202,1,155,44,111
1541,100642,I0051,1,51,16,35
1542,100643,I0209,1,292,92,200
1543,100643,I0568,2,88,25,63
1544,100643,I0607,2,71,13,58
1545,100644,I0653,1,174,49,125
1546,100644,I0999,2,245,68,177
1547,100644,I0164,1,106,23,83
1548,100644,I0046,2,75,16,59
1549,100645,I0227,3,190,39,151
1550,100646,I0615,2,121,31,90
1551,100646,I0380,2,117,28,89
1552,100646,I0746,1,462,161,301
1553,100646,I0195,2,127,21,106
1554,100647,I0340,2,320,98,222
1555,100647,I0317,1,232,58,174
1556,100648,I0240,2,500,192,308
1557,100648,I0190,2,82,13,69
1558,100649,I0696,2,239,97,142
1559,100649,I0334,2,80,26,54
1560,100649,I0423,2,219,64,155
1561,100650,I0949,3,91,21,70
1562,100650,I0591,3,117,21,96
1563,100651,I0989,2,177,84,93
1564,100651,I0231,2,130,41,89
1565,100652,I0740,3,200,61,139
1566,100652,I0920,1,546,214,332
1567,100653,I0019,1,361,157,204
1568,100653,I0892,1,118,23,95
1569,100653,I0697,1,178,45,133
1570,100654,I0520,1,566,215,351
1571,100654,I0894,1,109,22,87
1572,100655,I0435,3,257,71,186
1573,100655,I0727,3,378,144,234
1574,100656,I0088,2,135,45,90
1575,100656,I0937,1,123,25,98
1576,100656,I0872,2,147,44,103
1577,100656,I0079,2,89,24,65
1578,100657,I0112,3,148,48,100
1579,100658,I0975,1,169,47,122
1580,100658,I0994,2,74,11,63
1581,100659,I0860,1,329,120,209
1582,100659,I0105,1,84,24,60
1583,100660,I0514,3,162,78,84
1584,100660,I0103,3,191,62,129
1585,100660,I0626,1,165,43,122
1586,100661,I0994,1,74,11,63
1587,100661,I0975,1,169,47,122
1588,100661,I0775,1,473,120,353
1589,100662,I0620,1,127,20,107
1590,100662,I0653,2,174,49,125
1591,100662,I0023,2,87,22,65
1592,100663,I0660,3,545,233,312
1593,100664,I0114,2,197,93,104
1594,100664,I0750,2,52,14,38
1595,100665,I0329,1,193,55,138
1596,100665,I0282,1,235,58,177
1597,100666,I0344,2,178,41,137
1598,100666,I0633,2,65,10,55
1599,100667,I0220,3,175,56,119
1600,100667,I0757,1,247,49,198
1601,100668,I0932,1,242,106,136
1602,100668,I0609,1,74,24,50
1603,100668,I0647,1,178,44,134
1604,100669,I0952,3,238,111,127
1605,100669,I0135,3,172,57,115
