inventory_id,merchant_id,ingredient_name,stock_quantity,unit,cost_per_unit,last_updated
473,M067,Rice,112,kg,89,2025-10-09 06:00:00
474,M067,Tomato,8,kg,45,2025-10-09 06:00:00
475,M067,Chicken,47,kg,220,2025-10-09 06:00:00
476,M067,Oil,2,liter,115,2025-10-09 06:00:00
477,M067,Flour,44,kg,35,2025-10-09 06:00:00
478,M067,Cheese,20,kg,350,2025-10-09 06:00:00
479,M067,Onion,51,kg,30,2025-10-09 06:00:00
480,M068,Tomato,46,kg,45,2025-10-09 06:00:00
481,M068,Paneer,29,kg,260,2025-10-09 06:00:00
482,M068,Onion,63,kg,30,2025-10-09 06:00:00
483,M068,Milk,49,liter,55,2025-10-09 06:00:00
484,M068,Oil,27,liter,115,2025-10-09 06:00:00
485,M069,Flour,2,kg,35,2025-10-09 06:00:00
486,M069,Chicken,35,kg,220,2025-10-09 06:00:00
487,M069,Cheese,18,kg,350,2025-10-09 06:00:00
488,M069,Tomato,8,kg,45,2025-10-09 06:00:00
489,M069,Oil,9,liter,115,2025-10-09 06:00:00
490,M070,Oil,27,liter,115,2025-10-09 06:00:00
491,M070,Paneer,34,kg,260,2025-10-09 06:00:00
492,M070,Onion,34,kg,30,2025-10-09 06:00:00
493,M070,Rice,92,kg,89,2025-10-09 06:00:00
494,M070,Tomato,50,kg,45,2025-10-09 06:00:00
495,M070,Chicken,48,kg,220,2025-10-09 06:00:00
496,M071,Paneer,33,kg,260,2025-10-09 06:00:00
497,M071,Rice,3,kg,89,2025-10-09 06:00:00
498,M071,Oil,36,liter,115,2025-10-09 06:00:00
499,M071,Onion,32,kg,30,2025-10-09 06:00:00
500,M071,Chicken,33,kg,220,2025-10-09 06:00:00
501,M071,Milk,34,liter,55,2025-10-09 06:00:00
502,M071,Flour,80,kg,35,2025-10-09 06:00:00
503,M071,Tomato,9,kg,45,2025-10-09 06:00:00
504,M071,Cheese,6,kg,350,2025-10-09 06:00:00
505,M072,Chicken,54,kg,220,2025-10-09 06:00:00
506,M072,Flour,93,kg,35,2025-10-09 06:00:00
507,M072,Tomato,9,kg,45,2025-10-09 06:00:00
508,M072,Onion,80,kg,30,2025-10-09 06:00:00
509,M072,Oil,2,liter,115,2025-10-09 06:00:00
510,M072,Rice,133,kg,89,2025-10-09 06:00:00
511,M072,Milk,3,liter,55,2025-10-09 06:00:00
512,M073,Cheese,29,kg,350,2025-10-09 06:00:00
513,M073,Tomato,8,kg,45,2025-10-09 06:00:00
514,M073,Oil,15,liter,115,2025-10-09 06:00:00
515,M073,Rice,135,kg,89,2025-10-09 06:00:00
516,M073,Flour,4,kg,35,2025-10-09 06:00:00
517,M073,Onion,57,kg,30,2025-10-09 06:00:00
518,M073,Paneer,39,kg,260,2025-10-09 06:00:00
519,M074,Oil,18,liter,115,2025-10-09 06:00:00
520,M074,Milk,5,liter,55,2025-10-09 06:00:00
521,M074,Onion,22,kg,30,2025-10-09 06:00:00
522,M074,Tomato,45,kg,45,2025-10-09 06:00:00
523,M074,Cheese,26,kg,350,2025-10-09 06:00:00
524,M074,Paneer,22,kg,260,2025-10-09 06:00:00
525,M074,Flour,20,kg,35,2025-10-09 06:00:00
526,M074,Rice,44,kg,89,2025-10-09 06:00:00
527,M075,Milk,40,liter,55,2025-10-09 06:00:00
528,M075,Chicken,53,kg,220,2025-10-09 06:00:00
529,M075,Paneer,21,kg,260,2025-10-09 06:00:00
530,M075,Cheese,17,kg,350,2025-10-09 06:00:00
531,M075,Rice,198,kg,89,2025-10-09 06:00:00
532,M076,Chicken,62,kg,220,2025-10-09 06:00:00
533,M076,Flour,90,kg,35,2025-10-09 06:00:00
534,M076,Cheese,22,kg,350,2025-10-09 06:00:00
535,M076,Rice,92,kg,89,2025-10-09 06:00:00
536,M076,Oil,25,liter,115,2025-10-09 06:00:00
537,M076,Milk,55,liter,55,2025-10-09 06:00:00
538,M077,Oil,33,liter,115,2025-10-09 06:00:00
539,M077,Milk,47,liter,55,2025-10-09 06:00:00
540,M077,Tomato,15,kg,45,2025-10-09 06:00:00
541,M077,Chicken,9,kg,220,2025-10-09 06:00:00
542,M077,Paneer,21,kg,260,2025-10-09 06:00:00
543,M077,Flour,41,kg,35,2025-10-09 06:00:00
544,M077,Cheese,21,kg,350,2025-10-09 06:00:00
545,M077,Onion,49,kg,30,2025-10-09 06:00:00
546,M077,Rice,8,kg,89,2025-10-09 06:00:00
547,M078,Onion,64,kg,30,2025-10-09 06:00:00
548,M078,Oil,18,liter,115,2025-10-09 06:00:00
549,M078,Paneer,29,kg,260,2025-10-09 06:00:00
550,M078,Rice,3,kg,89,2025-10-09 06:00:00
551,M078,Cheese,12,kg,350,2025-10-09 06:00:00
552,M078,Milk,2,liter,55,2025-10-09 06:00:00
553,M078,Tomato,44,kg,45,2025-10-09 06:00:00
554,M078,Chicken,66,kg,220,2025-10-09 06:00:00
555,M079,Rice,55,kg,89,2025-10-09 06:00:00
556,M079,Oil,42,liter,115,2025-10-09 06:00:00
557,M079,Milk,7,liter,55,2025-10-09 06:00:00
558,M079,Flour,61,kg,35,2025-10-09 06:00:00
559,M079,Chicken,39,kg,220,2025-10-09 06:00:00
560,M079,Onion,4,kg,30,2025-10-09 06:00:00
561,M079,Tomato,31,kg,45,2025-10-09 06:00:00
562,M079,Paneer,34,kg,260,2025-10-09 06:00:00
563,M079,Cheese,14,kg,350,2025-10-09 06:00:00
564,M080,Cheese,30,kg,350,2025-10-09 06:00:00
565,M080,Paneer,21,kg,260,2025-10-09 06:00:00
566,M080,Chicken,44,kg,220,2025-10-09 06:00:00
567,M080,Milk,23,liter,55,2025-10-09 06:00:00
568,M080,Onion,6,kg,30,2025-10-09 06:00:00
569,M081,Tomato,32,kg,45,2025-10-09 06:00:00
570,M081,Cheese,16,kg,350,2025-10-09 06:00:00
571,M081,Flour,70,kg,35,2025-10-09 06:00:00
572,M081,Paneer,16,kg,260,2025-10-09 06:00:00
573,M081,Onion,9,kg,30,2025-10-09 06:00:00
574,M081,Milk,28,liter,55,2025-10-09 06:00:00
575,M081,Rice,196,kg,89,2025-10-09 06:00:00
576,M082,Flour,5,kg,35,2025-10-09 06:00:00
577,M082,Paneer,19,kg,260,2025-10-09 06:00:00
578,M082,Chicken,70,kg,220,2025-10-09 06:00:00
579,M082,Cheese,19,kg,350,2025-10-09 06:00:00
580,M082,Milk,57,liter,55,2025-10-09 06:00:00
581,M082,Tomato,3,kg,45,2025-10-09 06:00:00
582,M082,Oil,17,liter,115,2025-10-09 06:00:00
583,M083,Cheese,13,kg,350,2025-10-09 06:00:00
584,M083,Tomato,44,kg,45,2025-10-09 06:00:00
585,M083,Milk,2,liter,55,2025-10-09 06:00:00
586,M083,Onion,40,kg,30,2025-10-09 06:00:00
587,M083,Rice,116,kg,89,2025-10-09 06:00:00
588,M083,Oil,2,liter,115,2025-10-09 06:00:00
589,M083,Chicken,2,kg,220,2025-10-09 06:00:00
590,M083,Flour,5,kg,35,2025-10-09 06:00:00
591,M083,Paneer,38,kg,260,2025-10-09 06:00:00
592,M084,Cheese,19,kg,350,2025-10-09 06:00:00
593,M084,Onion,42,kg,30,2025-10-09 06:00:00
594,M084,Oil,6,liter,115,2025-10-09 06:00:00
595,M084,Chicken,65,kg,220,2025-10-09 06:00:00
596,M084,Paneer,20,kg,260,2025-10-09 06:00:00
597,M084,Tomato,37,kg,45,2025-10-09 06:00:00
598,M084,Flour,90,kg,35,2025-10-09 06:00:00
599,M084,Milk,33,liter,55,2025-10-09 06:00:00
600,M084,Rice,159,kg,89,2025-10-09 06:00:00
601,M085,Cheese,13,kg,350,2025-10-09 06:00:00
602,M085,Onion,27,kg,30,2025-10-09 06:00:00
603,M085,Oil,48,liter,115,2025-10-09 06:00:00
604,M085,Milk,39,liter,55,2025-10-09 06:00:00
605,M085,Chicken,70,kg,220,2025-10-09 06:00:00
606,M085,Flour,35,kg,35,2025-10-09 06:00:00
607,M086,Cheese,9,kg,350,2025-10-09 06:00:00
608,M086,Chicken,44,kg,220,2025-10-09 06:00:00
609,M086,Flour,81,kg,35,2025-10-09 06:00:00
610,M086,Milk,31,liter,55,2025-10-09 06:00:00
611,M086,Rice,158,kg,89,2025-10-09 06:00:00
612,M086,Oil,36,liter,115,2025-10-09 06:00:00
613,M086,Onion,66,kg,30,2025-10-09 06:00:00
614,M086,Paneer,35,kg,260,2025-10-09 06:00:00
615,M086,Tomato,23,kg,45,2025-10-09 06:00:00
616,M087,Milk,44,liter,55,2025-10-09 06:00:00
617,M087,Flour,68,kg,35,2025-10-09 06:00:00
618,M087,Onion,69,kg,30,2025-10-09 06:00:00
619,M087,Tomato,54,kg,45,2025-10-09 06:00:00
620,M087,Chicken,35,kg,220,2025-10-09 06:00:00
621,M088,Flour,68,kg,35,2025-10-09 06:00:00
622,M088,Tomato,52,kg,45,2025-10-09 06:00:00
623,M088,Onion,7,kg,30,2025-10-09 06:00:00
624,M088,Milk,28,liter,55,2025-10-09 06:00:00
625,M088,Cheese,22,kg,350,2025-10-09 06:00:00
626,M089,Tomato,58,kg,45,2025-10-09 06:00:00
627,M089,Onion,28,kg,30,2025-10-09 06:00:00
628,M089,Flour,45,kg,35,2025-10-09 06:00:00
629,M089,Cheese,23,kg,350,2025-10-09 06:00:00
630,M089,Paneer,9,kg,260,2025-10-09 06:00:00
631,M089,Rice,126,kg,89,2025-10-09 06:00:00
632,M089,Chicken,67,kg,220,2025-10-09 06:00:00
633,M089,Milk,4,liter,55,2025-10-09 06:00:00
634,M090,Flour,8,kg,35,2025-10-09 06:00:00
635,M090,Paneer,17,kg,260,2025-10-09 06:00:00
636,M090,Chicken,28,kg,220,2025-10-09 06:00:00
637,M090,Cheese,3,kg,350,2025-10-09 06:00:00
638,M090,Onion,24,kg,30,2025-10-09 06:00:00
639,M090,Milk,42,liter,55,2025-10-09 06:00:00
640,M090,Oil,34,liter,115,2025-10-09 06:00:00
641,M090,Tomato,32,kg,45,2025-10-09 06:00:00
642,M090,Rice,7,kg,89,2025-10-09 06:00:00
643,M091,Onion,34,kg,30,2025-10-09 06:00:00
644,M091,Chicken,52,kg,220,2025-10-09 06:00:00
645,M091,Milk,22,liter,55,2025-10-09 06:00:00
646,M091,Cheese,4,kg,350,2025-10-09 06:00:00
647,M091,Tomato,3,kg,45,2025-10-09 06:00:00
648,M091,Flour,36,kg,35,2025-10-09 06:00:00
649,M092,Flour,45,kg,35,2025-10-09 06:00:00
650,M092,Cheese,18,kg,350,2025-10-09 06:00:00
651,M092,Rice,118,kg,89,2025-10-09 06:00:00
652,M092,Oil,9,liter,115,2025-10-09 06:00:00
653,M092,Paneer,34,kg,260,2025-10-09 06:00:00
654,M092,Onion,64,kg,30,2025-10-09 06:00:00
655,M092,Milk,53,liter,55,2025-10-09 06:00:00
656,M092,Chicken,42,kg,220,2025-10-09 06:00:00
657,M093,Cheese,23,kg,350,2025-10-09 06:00:00
658,M093,Rice,191,kg,89,2025-10-09 06:00:00
659,M093,Chicken,58,kg,220,2025-10-09 06:00:00
660,M093,Oil,45,liter,115,2025-10-09 06:00:00
661,M093,Flour,71,kg,35,2025-10-09 06:00:00
662,M093,Paneer,7,kg,260,2025-10-09 06:00:00
663,M093,Onion,71,kg,30,2025-10-09 06:00:00
664,M093,Tomato,54,kg,45,2025-10-09 06:00:00
665,M094,Rice,167,kg,89,2025-10-09 06:00:00
666,M094,Oil,48,liter,115,2025-10-09 06:00:00
667,M094,Cheese,24,kg,350,2025-10-09 06:00:00
668,M094,Paneer,30,kg,260,2025-10-09 06:00:00
669,M094,Flour,74,kg,35,2025-10-09 06:00:00
670,M094,Milk,7,liter,55,2025-10-09 06:00:00
671,M094,Tomato,58,kg,45,2025-10-09 06:00:00
672,M094,Chicken,68,kg,220,2025-10-09 06:00:00
673,M094,Onion,28,kg,30,2025-10-09 06:00:00
674,M095,Rice,98,kg,89,2025-10-09 06:00:00
675,M095,Cheese,29,kg,350,2025-10-09 06:00:00
676,M095,Tomato,2,kg,45,2025-10-09 06:00:00
677,M095,Chicken,9,kg,220,2025-10-09 06:00:00
678,M095,Flour,62,kg,35,2025-10-09 06:00:00
679,M095,Paneer,8,kg,260,2025-10-09 06:00:00
680,M095,Oil,38,liter,115,2025-10-09 06:00:00
681,M095,Milk,27,liter,55,2025-10-09 06:00:00
682,M096,Oil,8,liter,115,2025-10-09 06:00:00
683,M096,Tomato,44,kg,45,2025-10-09 06:00:00
684,M096,Flour,80,kg,35,2025-10-09 06:00:00
685,M096,Chicken,8,kg,220,2025-10-09 06:00:00
686,M096,Cheese,6,kg,350,2025-10-09 06:00:00
687,M096,Onion,67,kg,30,2025-10-09 06:00:00
688,M097,Flour,5,kg,35,2025-10-09 06:00:00
689,M097,Milk,5,liter,55,2025-10-09 06:00:00
690,M097,Oil,45,liter,115,2025-10-09 06:00:00
691,M097,Onion,7,kg,30,2025-10-09 06:00:00
692,M097,Tomato,54,kg,45,2025-10-09 06:00:00
693,M097,Chicken,37,kg,220,2025-10-09 06:00:00
694,M098,Oil,24,liter,115,2025-10-09 06:00:00
695,M098,Chicken,59,kg,220,2025-10-09 06:00:00
696,M098,Onion,66,kg,30,2025-10-09 06:00:00
697,M098,Tomato,6,kg,45,2025-10-09 06:00:00
698,M098,Flour,33,kg,35,2025-10-09 06:00:00
699,M098,Paneer,9,kg,260,2025-10-09 06:00:00
700,M098,Milk,37,liter,55,2025-10-09 06:00:00
701,M098,Rice,165,kg,89,2025-10-09 06:00:00
702,M099,Milk,29,liter,55,2025-10-09 06:00:00
703,M099,Flour,40,kg,35,2025-10-09 06:00:00
704,M099,Chicken,63,kg,220,2025-10-09 06:00:00
705,M099,Cheese,13,kg,350,2025-10-09 06:00:00
706,M099,Tomato,2,kg,45,2025-10-09 06:00:00
707,M099,Paneer,3,kg,260,2025-10-09 06:00:00
708,M099,Rice,111,kg,89,2025-10-09 06:00:00
709,M100,Flour,76,kg,35,2025-10-09 06:00:00
710,M100,Tomato,33,kg,45,2025-10-09 06:00:00
711,M100,Paneer,32,kg,260,2025-10-09 06:00:00
712,M100,Chicken,43,kg,220,2025-10-09 06:00:00
713,M100,Oil,45,liter,115,2025-10-09 06:00:00
714,M100,Milk,35,liter,55,2025-10-09 06:00:00
